|,305,|,Saar (Lorraine) Campaign,,US XII Corps,,11/11/1944,,3.5,,0.3,,0.9,,0.8,,0.8,,NR,,M,,T,,3,,1,,T,,DL,,3,,,|
|,306,|,Saar (Lorraine) Campaign,,US XII Corps,,11/12/1944,,2,,0.3,,0.9,,0.8,,0.8,,NR,,M,,T,,3,,0.6,,T,,DL,,5.2,,,|
|,307,|,Saar (Lorraine) Campaign,,US XII Corps,,11/13/1944,,1.3,,0.3,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,1.3,,W,,DL,,2.8,,,|
|,308,|,Saar (Lorraine) Campaign,,US XII Corps,,11/14/1944,,1.5,,0.3,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,0.8,,W,,DL,,2.9,,,|
|,309,|,Saar (Lorraine) Campaign,,US XII Corps,,11/15/1944,,0.8,,0.3,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,0.8,,W,,DL,,3.4,,,|
|,310,|,Saar (Lorraine) Campaign,,US XII Corps,,11/16/1944,,3.2,,0.3,,0.9,,0.8,,0.8,,NR,,M,,T,,3,,0.5,,W,,DL,,3.5,,,|
|,311,|,Saar (Lorraine) Campaign,,US XII Corps,,11/17/1944,,P,,0.5,,0.9,,0.8,,0.8,,NR,,P,,NR,,3,,0.4,,NR,,P,,1.3,,,|
|,312,|,Saar (Lorraine) Campaign,,US XII Corps,,11/18/1944,,1.1,,0.7,,0.9,,0.8,,0.8,,NR,,I,,F,,3,,0.3,,T,,DL,,5.8,,,|
|,313,|,Saar (Lorraine) Campaign,,US XII Corps,,11/19/1944,,1.3,,1,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,1.1,,T,,DL,,4.2,,,|
|,314,|,Saar (Lorraine) Campaign,,US XII Corps,,11/20/1944,,5,,0.3,,0.9,,0.8,,0.8,,NR,,S,,T,,3,,0.3,,T,,DL,,3.6,,,|
|,315,|,Saar (Lorraine) Campaign,,US XII Corps,,11/21/1944,,2.4,,0.5,,0.9,,0.8,,0.8,,NR,,M,,T,,3,,0.3,,W,,DL,,3,,,|
|,316,|,Saar (Lorraine) Campaign,,US XII Corps,,11/22/1944,,2.8,,0.5,,0.9,,0.8,,0.8,,NR,,M,,T,,3,,0.5,,W,,DL,,1.9,,,|
|,317,|,Saar (Lorraine) Campaign,,US XII Corps,,11/23/1944,,2.8,,0.7,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,0.3,,W,,DL,,1.2,,,|
|,318,|,Saar (Lorraine) Campaign,,US XII Corps,,11/24/1944,,2,,1,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,0.3,,W,,PD,,1.3,,,|
|,319,|,Saar (Lorraine) Campaign,,US XII Corps,,11/25/1944,,2.6,,1,,0.9,,0.8,,0.8,,NR,,M,,T,,3,,0.5,,W,,DL,,1.4,,,|
|,320,|,Saar (Lorraine) Campaign,,US XII Corps,,11/26/1944,,1.3,,0.7,,0.9,,0.8,,0.8,,NR,,M,,T,,3,,0.8,,W,,DL,,1.4,,,|
|,321,|,Saar (Lorraine) Campaign,,US XII Corps,,11/27/1944,,2.3,,0.5,,0.9,,0.8,,0.8,,NR,,M,,T,,3,,0.5,,W,,DL,,1.8,,,|
|,322,|,Saar (Lorraine) Campaign,,US XII Corps,,11/28/1944,,0.5,,0.5,,0.9,,0.8,,0.8,,NR,,P-I,,T,,3,,0.3,,W,,DL,,1.2,,,|
|,323,|,Saar (Lorraine) Campaign,,US XII Corps,,11/29/1944,,0.5,,0.3,,0.9,,0.8,,0.8,,NR,,P-I,,T,,3,,0.5,,W,,DL,,1.4,,,|
|,324,|,Saar (Lorraine) Campaign,,US XII Corps,,11/30/1944,,0.1,,0.5,,0.9,,0.8,,0.8,,NR,,P-S,,T,,3,,0.2,,W,,DL,,0.9,,,|
|,325,|,Saar (Lorraine) Campaign,,US XII Corps,,12/01/1944,,0.4,,0.7,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,0.1,,W,,PD,,1.7,,,|
|,326,|,Saar (Lorraine) Campaign,,US XII Corps,,12/02/1944,,0.4,,1,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,0.1,,W,,PD,,1.5,,,|
|,327,|,Saar (Lorraine) Campaign,,US XII Corps,,12/03/1944,,0.1,,0.3,,0.9,,0.8,,0.8,,NR,,P-I,,T,,3,,0.3,,W,,PD,,1.6,,,|
|,328,|,Saar (Lorraine) Campaign,,US XII Corps,,12/04/1944,,1.1,,0.5,,0.9,,0.8,,0.8,,NR,,I,,F,,3,,0.4,,W,,PD,,2.5,,,|
|,329,|,Saar (Lorraine) Campaign,,US XII Corps,,12/05/1944,,4.5,,0.7,,0.9,,0.8,,0.8,,NR,,S,,T,,3,,0.4,,W,,DL,,2.4,,,|
|,330,|,Saar (Lorraine) Campaign,,US XII Corps,,12/06/1944,,2.4,,0.3,,0.9,,0.8,,0.8,,NR,,M,,T,,3,,0.2,,W,,PD,,1.9,,,|
|,331,|,Saar (Lorraine) Campaign,,US XII Corps,,12/07/1944,,1.4,,0.5,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,0.2,,W,,PD,,1.4,,,|
|,,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/08/1944,,NR,,NR,,NR,,NR,,NR,,NR,,NR,,NR,,NR,,NR,,NR,,NR,,NR,,Dummy Row,|
|,332,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/09/1944,,8,,0.3,,0.9,,0.8,,0.8,,NR,,S,,F,,3,,0,,F,,FD,,2.6,,,|
|,333,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/10/1944,,3,,0.3,,0.9,,0.8,,0.8,,NR,,I-S,,F,,3,,0.3,,F,,FD,,3,,,|
|,334,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/11/1944,,4.6,,0.3,,0.9,,0.8,,0.8,,NR,,I-S,,F,,3,,0.9,,T,,DL,,3.2,,,|
|,335,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/12/1944,,1,,0.3,,0.9,,0.8,,0.8,,NR,,I,,F,,3,,0.7,,T,,DL,,4.6,,,|
|,336,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/13/1944,,3,,0.3,,0.9,,0.8,,0.8,,NR,,S-P,,F,,3,,0.6,,T,,DL,,2.4,,,|
|,337,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/14/1944,,2.4,,0.3,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,2.2,,W,,DL-PD,,2.1,,,|
|,338,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/15/1944,,0.9,,0.3,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,1.2,,W,,DL-PD,,2.4,,,|
|,339,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/16/1944,,P,,0.3,,0.9,,0.8,,0.8,,NR,,P,,P,,3,,0.2,,W,,NR,,NR,,,|
|,340,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/17/1944,,P,,0.5,,0.9,,0.8,,0.8,,NR,,P,,P,,3,,0.1,,W,,NR,,NR,,,|
|,341,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/18/1944,,P,,0.7,,0.9,,0.8,,0.8,,NR,,P,,P,,3,,0.1,,P,,NR,,NR,,,|
|,342,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/19/1944,,5.7,,1,,0.9,,0.8,,0.8,,NR,,S-P,,F,,3,,NR,,T,,DL,,1,,,|
|,343,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/20/1944,,2.8,,0.3,,0.9,,0.8,,0.8,,NR,,S,,F,,3,,0.1,,T,,DL,,1.1,,,|
|,344,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/21/1944,,6,,0.5,,0.9,,0.8,,0.8,,NR,,N,,F,,3,,0.3,,T,,DL,,0.8,,,|
|,345,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/22/1944,,5.4,,0.5,,0.9,,0.8,,0.8,,NR,,S-P,,F,,3,,0.2,,W,,DL,,0.7,,,|
|,346,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/23/1944,,5.6,,0.7,,0.9,,0.8,,0.8,,NR,,S-P,,F,,3,,0.6,,W,,DL,,0.6,,,|
|,347,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/24/1944,,4.9,,1,,0.9,,0.8,,0.8,,NR,,I-S,,T,,3,,0.3,,W,,HD-A,,1.4,,,|
|,348,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/25/1944,,0.6,,1,,0.9,,0.8,,0.8,,NR,,I-P,,T,,3,,0.5,,W,,HD-A,,2,,,|
|,349,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/26/1944,,5,,0.7,,0.9,,0.8,,0.8,,NR,,I-S,,T,,3,,0.2,,W,,PD,,4.6,,,|
|,350,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/27/1944,,1,,0.5,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,0.4,,W,,DL,,4.2,,,|
|,351,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/28/1944,,2.2,,0.5,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,0.2,,W,,DL,,3.5,,,|
|,352,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/29/1944,,0.8,,0.3,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,0.4,,W,,DL,,2.4,,,|
|,353,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,11/30/1944,,1,,0.5,,0.9,,0.8,,0.8,,NR,,S-P,,W,,3,,0.4,,W,,DL,,0.5,,,|
|,354,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,12/01/1944,,1,,0.7,,0.9,,0.8,,0.8,,NR,,I,,W,,3,,0.2,,W,,PD,,2.1,,,|
|,355,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,12/02/1944,,1.6,,1,,0.9,,0.8,,0.8,,NR,,I,,W,,3,,1.4,,W,,PD,,1.7,,,|
|,356,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,12/03/1944,,P,,0.3,,0.9,,0.8,,0.8,,NR,,P,,P,,3,,0.1,,W,,P,,NR,,,|
|,357,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,12/04/1944,,1.5,,0.5,,0.9,,0.8,,0.8,,NR,,S,,T,,3,,0.5,,W,,DL,,1.8,,,|
|,358,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,12/05/1944,,9.8,,0.7,,0.9,,0.8,,0.8,,NR,,S-N,,T,,3,,0.1,,W,,DL,,2.3,,,|
|,359,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,12/06/1944,,0.3,,0.3,,0.9,,0.8,,0.8,,NR,,I,,T,,3,,1.1,,W,,PD,,2.3,,,|
|,360,|,Saar (Lorraine) Campaign,,US 4th Armored Division,,12/07/1944,,2.4,,0.5,,0.9,,0.8,,0.8,,NR,,I-S,,W,,3,,0.4,,W,,PD,,2.3,,,|
+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+
,,,NOTE 0:,"P = Pause, Y = Yes, U = Unknown, NA = Not applicable, NU = Not used,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NR = Not recorded in the ORALFORE report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NOTE 1:,WEATHER ARMOR = Judgment of suitability of weather for armor operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NOTE 2:,WEATHER AIR = Judgment of suitability of weather for air operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NOTE 3:,TERRAIN = Judgment of terrain mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NOTE 4:,ROADNET = Judgment of roadnet suitability for mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NOTE 5:,"OBSTACLES = Obstacles to advance, coded as follows.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"DM = Exceptionally effective demolitions, DS = Desert, FL = Flooded area,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"FZ= Fortified zone, R = River, SA = Sabotage by local populace, UR = Urban",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NOTE 6:,"OPP'N INT'Y = Intensity of opposition to advance, coded as follows.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"I = Intense, M = Moderate, S = Slight, N = Negligible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NOTE 7:,"ATK COND'N = Attacker's readiness condition, coded as follows.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"FR = Fresh, T = Tired, W = Weary, E = Exhausted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NOTE 8:,"ATK MISS'N = Attacker's posture/mission, coded as follows. (Mixed entries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"in ORALFORE coded as fractions. I.e., ORALFORE entry 2-3 coded as 2.5.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"1 = Unlimited, 2 = Related to specific objectives or contingencies,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"3 = Related to adjacent unit's advance, 4 = Limited by higher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"authority control, 5 = Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NOTE 9:,ATK CAS% = Attacker's losses in percent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, NOTE 10:,"DEF COND'N = Defender's readiness conditin, coded as follows.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"FR = Fresh, T = Tired, W = Weary, E = Exhausted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, NOTE 11:,"DEF MISS'N = Defender's posture/mission, coded as follows.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"WD = Withdrawal, HD = Hasty defense, FD = Fortified defense,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"PD = Position defense, DL = Delay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, NOTE 12:,DEF CAS% = Defender's casualties in percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
